Date,Symbol,Open,High,Low,Close,Adj Close,Volume
21/02/2019,JD,24.82,24.879999,24.01,24.27,24.27,13542600
22/02/2019,JD,24.549999,25.959999,24.48,25.950001,25.950001,27113300
25/02/2019,JD,27.110001,27.379999,26.040001,26.190001,26.190001,29338500
26/02/2019,JD,25.98,26.82,25.66,26.59,26.59,20264100
