Date,Symbol,Open,High,Low,Close,Adj Close,Volume
21/02/2019,BABA,171,171.779999,169.800003,171.660004,171.660004,8434800
22/02/2019,BABA,172.800003,177.020004,172.520004,176.919998,176.919998,16175600
25/02/2019,BABA,181.259995,183.720001,180.729996,183.25,183.25,22831800
26/02/2019,BABA,179.789993,184.350006,179.369995,183.539993,183.539993,13857900
