Date,Symbol,Open,High,Low,Close,Adj Close,Volume
21/02/2019,GS,198.970001,199.449997,195.050003,196.360001,196.360001,2785900
22/02/2019,GS,196.600006,197.75,195.199997,196,196,2626600
25/02/2019,GS,198,201.5,197.710007,198.649994,198.649994,3032200
26/02/2019,GS,198.470001,200.559998,196.550003,198.899994,198.899994,2498000
