Date,Symbol,Open,High,Low,Close,Adj Close,Volume
21/02/2019,FB,161.929993,162.240005,159.589996,160.039993,160.039993,15607800
22/02/2019,FB,160.580002,162.410004,160.309998,161.889999,161.889999,15858500
25/02/2019,FB,163.070007,166.070007,162.899994,164.619995,164.619995,18737100
26/02/2019,FB,164.339996,166.240005,163.800003,164.130005,164.130005,13645200
