Date,Symbol,Open,High,Low,Close,Adj Close,Volume
21/02/2019,AAPL,171.800003,172.369995,170.300003,171.059998,171.059998,17249700
22/02/2019,AAPL,171.580002,173,171.380005,172.970001,172.970001,18913200
25/02/2019,AAPL,174.160004,175.869995,173.949997,174.229996,174.229996,21873400
26/02/2019,AAPL,173.710007,175.300003,173.169998,174.330002,174.330002,17006000
