,PLAYER,TEAM,DIV,CONF,RANK,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,AVG PTS,AVG REB,AVG AST,AVG STL,AVG BLK,AVG PF
193,P.J. Tucker,HOU,Southwest,West,8,35,72,44,28,2467,500,177,426,41.5,107,299,35.8,39,48,81.3,112,364,476,115,72,77,36,229,1510.7,6,0,155,6.944444444444445,6.611111111111111,1.5972222222222223,1.0694444444444444,0.5,3.1805555555555554
194,Kevin Porter Jr.,CLE,Central,East,29,20,50,15,35,1162,498,186,421,44.2,53,158,33.5,73,101,72.3,22,140,162,109,93,46,14,135,942.9,0,0,-289,9.96,3.24,2.18,0.92,0.28,2.7
195,Wesley Matthews,MIL,Central,East,1,33,67,52,15,1635,494,167,422,39.6,108,297,36.4,52,68,76.5,22,144,166,92,43,38,9,103,929.2,0,0,454,7.373134328358209,2.4776119402985075,1.373134328358209,0.5671641791044776,0.13432835820895522,1.537313432835821
196,Landry Shamet,LAC,Pacific,West,4,23,53,34,19,1452,492,158,391,40.4,111,296,37.5,65,76,85.5,6,94,100,99,42,20,10,142,808.5,0,0,123,9.283018867924529,1.8867924528301887,1.8679245283018868,0.37735849056603776,0.18867924528301888,2.6792452830188678
197,Isaiah Thomas,WAS,Southeast,East,23,31,40,14,26,925,488,174,426,40.8,78,189,41.3,62,76,81.6,11,57,68,146,77,13,6,77,768.6,1,0,-201,12.2,1.7,3.65,0.325,0.15,1.925
198,Brad Wanamaker,BOS,Atlantic,East,5,30,71,48,23,1369,487,162,362,44.8,37,102,36.3,126,136,92.6,22,122,144,179,76,61,14,133,1077.3,0,0,133,6.859154929577465,2.028169014084507,2.5211267605633805,0.8591549295774648,0.19718309859154928,1.8732394366197183
199,Tyus Jones,MEM,Southwest,West,17,24,65,32,33,1232,484,197,429,45.9,47,124,37.9,43,58,74.1,9,94,103,285,55,59,6,44,1175.1,0,0,-49,7.446153846153846,1.5846153846153845,4.384615384615385,0.9076923076923077,0.09230769230769231,0.676923076923077
200,Wendell Carter Jr.,CHI,Central,East,24,21,43,15,28,1256,484,183,343,53.4,6,29,20.7,112,152,73.7,139,266,405,51,72,33,36,162,1181.5,17,0,-29,11.255813953488373,9.418604651162791,1.186046511627907,0.7674418604651163,0.8372093023255814,3.7674418604651163
201,Aron Baynes,PHX,Pacific,West,16,33,42,19,23,934,481,183,381,48.0,59,168,35.1,56,75,74.7,71,166,237,67,50,10,23,141,914.9,3,0,-46,11.452380952380953,5.642857142857143,1.5952380952380953,0.23809523809523808,0.5476190476190477,3.357142857142857
202,Tony Snell,DET,Central,East,26,28,59,18,41,1641,474,170,382,44.5,102,254,40.2,32,32,100.0,9,102,111,127,31,32,15,101,907.7,0,0,-173,8.033898305084746,1.88135593220339,2.152542372881356,0.5423728813559322,0.2542372881355932,1.7118644067796611
203,Jaxson Hayes,NOP,Southwest,West,21,20,64,28,36,1080,472,174,259,67.2,1,4,25.0,123,190,64.7,97,162,259,56,53,26,55,161,1056.8,3,0,-58,7.375,4.046875,0.875,0.40625,0.859375,2.515625
204,Enes Kanter,BOS,Atlantic,East,5,28,58,36,22,983,469,199,348,57.2,1,7,14.3,70,99,70.7,163,268,431,56,56,22,41,100,1203.2,9,0,211,8.086206896551724,7.431034482758621,0.9655172413793104,0.3793103448275862,0.7068965517241379,1.7241379310344827
205,E'Twaun Moore,NOP,Southwest,West,21,31,56,27,29,1020,466,186,437,42.6,63,167,37.7,31,45,68.9,31,100,131,78,40,32,11,80,829.2,0,0,-46,8.321428571428571,2.3392857142857144,1.3928571428571428,0.5714285714285714,0.19642857142857142,1.4285714285714286
206,Jalen Brunson,DAL,Southwest,West,13,23,57,34,23,1022,466,181,388,46.6,43,120,35.8,61,75,81.3,22,112,134,188,66,22,4,74,920.8,2,0,172,8.175438596491228,2.3508771929824563,3.2982456140350878,0.38596491228070173,0.07017543859649122,1.2982456140350878
207,DeAndre Jordan,BKN,Atlantic,East,14,31,56,27,29,1234,465,191,287,66.6,0,0,0.0,83,122,68.0,141,420,561,105,74,18,52,114,1431.7,13,0,-39,8.303571428571429,10.017857142857142,1.875,0.32142857142857145,0.9285714285714286,2.0357142857142856
208,Gorgui Dieng,MEM,Southwest,West,17,30,63,20,43,1096,464,166,364,45.6,54,152,35.5,78,101,77.2,91,263,354,73,60,51,59,124,1268.3,9,0,-103,7.365079365079365,5.619047619047619,1.1587301587301588,0.8095238095238095,0.9365079365079365,1.9682539682539681
209,T.J. McConnell,IND,Central,East,7,28,71,44,27,1326,464,212,411,51.6,5,17,29.4,35,42,83.3,38,151,189,355,100,56,11,73,1324.3,2,0,53,6.535211267605634,2.6619718309859155,5.0,0.7887323943661971,0.15492957746478872,1.028169014084507
210,Derrick Favors,NOP,Southwest,West,21,28,51,24,27,1242,459,209,339,61.7,1,7,14.3,40,71,56.3,163,338,501,81,55,30,46,107,1354.7,18,0,115,9.0,9.823529411764707,1.588235294117647,0.5882352941176471,0.9019607843137255,2.0980392156862746
211,Cory Joseph,SAC,Pacific,West,20,28,72,31,41,1759,458,171,412,41.5,56,159,35.2,60,70,85.7,44,144,188,251,80,53,21,133,1202.1,0,0,-45,6.361111111111111,2.611111111111111,3.486111111111111,0.7361111111111112,0.2916666666666667,1.8472222222222223
212,De'Anthony Melton,MEM,Southwest,West,17,22,60,27,33,1167,455,161,401,40.1,40,140,28.6,93,121,76.9,43,177,220,175,84,77,20,109,1188.5,0,0,118,7.583333333333333,3.6666666666666665,2.9166666666666665,1.2833333333333334,0.3333333333333333,1.8166666666666667
213,James Ennis III,ORL,Southeast,East,18,29,69,42,27,1266,454,160,359,44.6,55,169,32.5,79,98,80.6,71,174,245,63,58,35,22,137,955.5,1,0,-3,6.579710144927536,3.550724637681159,0.9130434782608695,0.5072463768115942,0.3188405797101449,1.9855072463768115
214,Jeff Green,HOU,Southwest,West,8,33,48,28,20,960,453,159,344,46.2,62,183,33.9,73,91,80.2,24,109,133,50,42,26,19,89,780.6,0,0,-85,9.4375,2.7708333333333335,1.0416666666666667,0.5416666666666666,0.3958333333333333,1.8541666666666667
215,Royce O'Neale,UTA,Northwest,West,10,27,71,44,27,2049,450,158,365,43.3,92,244,37.7,42,55,76.4,27,362,389,180,61,59,32,202,1398.8,2,0,216,6.338028169014085,5.47887323943662,2.535211267605634,0.8309859154929577,0.4507042253521127,2.8450704225352115
216,Elfrid Payton,NYK,Atlantic,East,25,26,45,17,28,1246,449,193,440,43.9,14,69,20.3,49,86,57.0,52,160,212,323,96,70,17,89,1352.9,6,1,-85,9.977777777777778,4.711111111111111,7.177777777777778,1.5555555555555556,0.37777777777777777,1.9777777777777779
217,Nerlens Noel,OKC,Northwest,West,9,26,61,38,23,1127,449,184,269,68.4,1,3,33.3,80,106,75.5,91,209,300,57,66,59,91,166,1278.5,3,0,27,7.360655737704918,4.918032786885246,0.9344262295081968,0.9672131147540983,1.4918032786885247,2.721311475409836
218,JaVale McGee,LAL,Pacific,West,3,32,68,51,17,1130,446,195,306,63.7,3,6,50.0,53,82,64.6,125,265,390,37,55,36,94,159,1304.5,2,0,131,6.5588235294117645,5.735294117647059,0.5441176470588235,0.5294117647058824,1.3823529411764706,2.338235294117647
219,Luke Kennard,DET,Central,East,26,24,28,11,17,922,442,151,342,44.2,73,183,39.9,67,75,89.3,9,89,98,115,43,12,6,65,743.1,0,0,-22,15.785714285714286,3.5,4.107142857142857,0.42857142857142855,0.21428571428571427,2.3214285714285716
220,Alex Len,SAC,Pacific,West,20,27,55,18,37,971,438,177,319,55.5,16,59,27.1,68,105,64.8,100,221,321,50,55,23,48,127,1056.2,8,0,-111,7.963636363636364,5.836363636363636,0.9090909090909091,0.41818181818181815,0.8727272727272727,2.309090909090909
221,Mason Plumlee,DEN,Northwest,West,6,30,61,38,23,1057,437,177,288,61.5,0,5,0.0,83,155,53.5,98,219,317,154,82,33,38,143,1179.4,2,0,-55,7.163934426229508,5.19672131147541,2.5245901639344264,0.5409836065573771,0.6229508196721312,2.3442622950819674
222,JaMychal Green,LAC,Pacific,West,4,30,63,43,20,1307,430,151,352,42.9,92,238,38.7,36,48,75.0,77,311,388,49,54,29,24,174,1074.1,7,0,149,6.825396825396825,6.158730158730159,0.7777777777777778,0.4603174603174603,0.38095238095238093,2.761904761904762
223,Jordan McRae,DET,Central,East,26,29,37,12,25,785,426,149,366,40.7,45,126,35.7,83,109,76.1,18,106,124,93,43,21,16,73,782.3,0,0,-73,11.513513513513514,3.3513513513513513,2.5135135135135136,0.5675675675675675,0.43243243243243246,1.972972972972973
224,Avery Bradley,LAL,Pacific,West,3,29,49,36,13,1186,423,170,383,44.4,63,173,36.4,20,24,83.3,18,97,115,63,47,43,5,110,752.5,0,0,183,8.63265306122449,2.3469387755102042,1.2857142857142858,0.8775510204081632,0.10204081632653061,2.2448979591836733
225,Trevor Ariza,POR,Northwest,West,15,35,53,22,31,1492,423,142,324,43.8,77,207,37.2,62,74,83.8,34,212,246,91,56,69,15,111,1050.7,0,0,-10,7.981132075471698,4.6415094339622645,1.7169811320754718,1.3018867924528301,0.2830188679245283,2.0943396226415096
226,Kevin Knox II,NYK,Atlantic,East,25,20,65,21,44,1166,419,144,401,35.9,65,199,32.7,66,101,65.3,28,156,184,61,45,23,28,106,839.3,0,0,-179,6.446153846153846,2.830769230769231,0.9384615384615385,0.35384615384615387,0.4307692307692308,1.6307692307692307
227,Rondae Hollis-Jefferson,TOR,Atlantic,East,2,25,60,43,17,1122,418,155,329,47.1,3,23,13.0,105,143,73.4,110,173,283,106,59,46,23,115,1064.6,2,0,79,6.966666666666667,4.716666666666667,1.7666666666666666,0.7666666666666667,0.38333333333333336,1.9166666666666667
228,Ersan Ilyasova,MIL,Central,East,1,33,63,48,15,986,414,146,313,46.6,50,137,36.5,72,87,82.8,62,240,302,49,34,24,17,95,938.9,5,0,81,6.571428571428571,4.7936507936507935,0.7777777777777778,0.38095238095238093,0.2698412698412698,1.507936507936508
229,Chris Boucher,TOR,Atlantic,East,2,27,62,45,17,819,411,141,299,47.2,38,118,32.2,91,116,78.4,107,170,277,26,28,22,61,114,1003.4,5,0,99,6.629032258064516,4.467741935483871,0.41935483870967744,0.3548387096774194,0.9838709677419355,1.8387096774193548
230,Mike Scott,PHI,Atlantic,East,12,31,68,39,29,1207,408,149,350,42.6,80,217,36.9,30,37,81.1,65,183,248,56,26,22,5,96,844.6,0,0,141,6.0,3.6470588235294117,0.8235294117647058,0.3235294117647059,0.07352941176470588,1.411764705882353
231,Patrick Beverley,LAC,Pacific,West,4,31,51,38,13,1342,405,147,341,43.1,80,206,38.8,31,47,66.0,57,209,266,183,66,54,25,156,1169.7,4,0,285,7.9411764705882355,5.215686274509804,3.588235294117647,1.0588235294117647,0.49019607843137253,3.0588235294117645
232,Jonathan Isaac,ORL,Southeast,East,18,22,34,15,19,980,404,156,332,47.0,32,94,34.0,60,77,77.9,58,173,231,48,49,53,78,83,1097.2,5,0,18,11.882352941176471,6.794117647058823,1.411764705882353,1.5588235294117647,2.2941176470588234,2.4411764705882355
233,Trey Lyles,SAS,Southwest,West,19,24,63,27,36,1271,404,153,343,44.6,65,168,38.7,33,45,73.3,71,290,361,69,39,28,28,98,1069.7,2,0,-56,6.412698412698413,5.73015873015873,1.0952380952380953,0.4444444444444444,0.4444444444444444,1.5555555555555556
234,Emmanuel Mudiay,UTA,Northwest,West,10,24,54,34,20,850,395,151,327,46.2,30,87,34.5,63,83,75.9,18,108,126,116,76,24,10,72,746.2,0,0,-44,7.314814814814815,2.3333333333333335,2.1481481481481484,0.4444444444444444,0.18518518518518517,1.3333333333333333
235,Nicolo Melli,NOP,Southwest,West,21,29,60,26,34,1042,395,136,323,42.1,69,206,33.5,54,73,74.0,38,142,180,82,46,34,23,124,859.0,0,0,-88,6.583333333333333,3.0,1.3666666666666667,0.5666666666666667,0.38333333333333336,2.066666666666667
236,Bismack Biyombo,CHA,Southeast,East,22,27,53,18,35,1029,393,151,278,54.3,0,0,0.0,91,151,60.3,120,188,308,50,48,10,49,116,966.6,8,0,-153,7.415094339622642,5.811320754716981,0.9433962264150944,0.18867924528301888,0.9245283018867925,2.188679245283019
237,Moritz Wagner,WAS,Southeast,East,23,23,45,15,30,835,393,145,266,54.5,25,80,31.3,78,95,82.1,56,163,219,56,66,28,19,152,814.8,2,0,-89,8.733333333333333,4.866666666666666,1.2444444444444445,0.6222222222222222,0.4222222222222222,3.3777777777777778
238,Georges Niang,UTA,Northwest,West,10,27,66,41,25,923,392,141,322,43.8,90,225,40.0,20,24,83.3,15,112,127,44,30,18,5,75,649.4,0,0,-40,5.9393939393939394,1.9242424242424243,0.6666666666666666,0.2727272727272727,0.07575757575757576,1.1363636363636365
239,Kyle Anderson,MEM,Southwest,West,17,26,67,32,35,1330,390,157,331,47.4,24,85,28.2,52,78,66.7,58,227,285,162,66,54,37,111,1182.0,0,0,-91,5.82089552238806,4.253731343283582,2.417910447761194,0.8059701492537313,0.5522388059701493,1.6567164179104477
240,Willie Cauley-Stein,DAL,Southwest,West,13,26,54,16,38,1097,390,175,302,57.9,0,1,0.0,40,66,60.6,84,231,315,70,40,49,61,121,1163.0,3,0,-128,7.222222222222222,5.833333333333333,1.2962962962962963,0.9074074074074074,1.1296296296296295,2.240740740740741
241,Lonnie Walker IV,SAS,Southwest,West,19,21,61,29,32,988,389,152,357,42.6,41,101,40.6,44,61,72.1,23,116,139,68,44,32,14,78,751.8,0,0,-5,6.377049180327869,2.278688524590164,1.1147540983606556,0.5245901639344263,0.22950819672131148,1.278688524590164
242,Kyle Korver,MIL,Central,East,1,39,58,43,15,960,386,126,293,43.0,99,237,41.8,35,41,85.4,15,107,122,68,48,26,12,78,700.4,0,0,126,6.655172413793103,2.103448275862069,1.1724137931034482,0.4482758620689655,0.20689655172413793,1.3448275862068966
243,Taj Gibson,NYK,Atlantic,East,25,35,62,21,41,1025,379,167,286,58.4,4,14,28.6,41,56,73.2,111,156,267,52,47,27,30,122,901.4,0,0,-260,6.112903225806452,4.306451612903226,0.8387096774193549,0.43548387096774194,0.4838709677419355,1.967741935483871
244,Frank Kaminsky,PHX,Pacific,West,16,27,39,19,20,777,378,138,307,45.0,41,124,33.1,61,90,67.8,35,141,176,75,37,14,10,75,736.7,1,0,-9,9.692307692307692,4.512820512820513,1.9230769230769231,0.358974358974359,0.2564102564102564,1.9230769230769231
245,Shake Milton,PHI,Atlantic,East,12,23,40,23,17,805,377,134,277,48.4,58,135,43.0,51,65,78.5,15,73,88,104,47,20,7,92,672.6,0,0,-5,9.425,2.2,2.6,0.5,0.175,2.3
246,Dwight Powell,DAL,Southwest,West,13,28,40,25,15,1061,376,146,229,63.8,10,39,25.6,74,111,66.7,75,152,227,59,36,34,22,102,868.9,1,0,195,9.4,5.675,1.475,0.85,0.55,2.55
247,Kris Dunn,CHI,Central,East,24,26,51,19,32,1269,373,152,342,44.4,29,112,25.9,40,54,74.1,23,163,186,173,68,101,17,158,1141.7,0,0,-29,7.313725490196078,3.6470588235294117,3.392156862745098,1.9803921568627452,0.3333333333333333,3.0980392156862746
248,Jakob Poeltl,SAS,Southwest,West,19,24,66,30,36,1171,372,166,266,62.4,0,0,0.0,40,86,46.5,131,244,375,116,54,37,95,126,1338.0,4,0,119,5.636363636363637,5.681818181818182,1.7575757575757576,0.5606060606060606,1.4393939393939394,1.9090909090909092
249,Frank Jackson,NOP,Southwest,West,21,22,59,26,33,797,371,134,331,40.5,47,144,32.6,56,75,74.7,22,61,83,61,49,17,4,77,576.1,0,0,-59,6.288135593220339,1.4067796610169492,1.0338983050847457,0.288135593220339,0.06779661016949153,1.305084745762712
250,Omari Spellman,MIN,Northwest,West,28,22,49,11,38,886,370,127,295,43.1,43,110,39.1,73,92,79.3,77,142,219,47,54,33,24,63,820.3,1,0,-144,7.551020408163265,4.469387755102041,0.9591836734693877,0.673469387755102,0.4897959183673469,1.2857142857142858
251,Reggie Jackson,LAC,Pacific,West,4,30,31,16,15,743,370,134,326,41.1,57,145,39.3,45,54,83.3,17,75,92,126,51,13,5,59,672.4,1,0,108,11.935483870967742,2.967741935483871,4.064516129032258,0.41935483870967744,0.16129032258064516,1.903225806451613
252,Timothe Luwawu-Cabarrot,BKN,Atlantic,East,14,25,47,20,27,853,365,117,269,43.5,62,160,38.8,69,81,85.2,29,98,127,29,37,18,7,106,598.9,0,0,-52,7.76595744680851,2.702127659574468,0.6170212765957447,0.3829787234042553,0.14893617021276595,2.25531914893617
253,Marco Belinelli,SAS,Southwest,West,19,34,57,27,30,883,361,123,314,39.2,67,178,37.6,48,58,82.8,7,92,99,69,19,12,1,45,603.3,0,0,19,6.333333333333333,1.736842105263158,1.2105263157894737,0.21052631578947367,0.017543859649122806,0.7894736842105263
254,Justin Jackson,DAL,Southwest,West,13,25,65,39,26,1045,360,135,341,39.6,48,163,29.4,42,50,84.0,27,127,154,52,14,15,10,69,683.8,0,0,5,5.538461538461538,2.3692307692307693,0.8,0.23076923076923078,0.15384615384615385,1.0615384615384615
255,Pat Connaughton,MIL,Central,East,1,27,67,53,14,1243,360,137,301,45.5,55,166,33.1,31,40,77.5,60,224,284,107,52,25,31,70,977.3,0,0,81,5.373134328358209,4.2388059701492535,1.5970149253731343,0.373134328358209,0.4626865671641791,1.044776119402985
256,Frank Ntilikina,NYK,Atlantic,East,25,21,57,19,38,1187,357,131,333,39.3,44,137,32.1,51,59,86.4,23,98,121,172,71,54,16,142,899.2,1,0,-97,6.2631578947368425,2.1228070175438596,3.017543859649123,0.9473684210526315,0.2807017543859649,2.491228070175439
257,Maurice Harkless,NYK,Atlantic,East,25,27,62,39,23,1427,357,142,283,50.2,34,98,34.7,39,66,59.1,55,185,240,68,53,58,33,148,967.0,0,0,21,5.758064516129032,3.870967741935484,1.096774193548387,0.9354838709677419,0.532258064516129,2.3870967741935485
258,Robin Lopez,MIL,Central,East,1,32,66,51,15,958,357,147,299,49.2,35,105,33.3,28,53,52.8,56,105,161,45,63,10,45,96,719.7,0,0,8,5.409090909090909,2.4393939393939394,0.6818181818181818,0.15151515151515152,0.6818181818181818,1.4545454545454546
259,Alex Caruso,LAL,Pacific,West,3,26,64,48,16,1175,349,120,291,41.2,40,120,33.3,69,94,73.4,17,106,123,124,53,70,18,98,893.6,0,0,246,5.453125,1.921875,1.9375,1.09375,0.28125,1.53125
260,Abdel Nader,OKC,Northwest,West,9,26,55,37,18,867,345,123,263,46.8,48,128,37.5,51,66,77.3,14,86,100,38,43,23,20,78,608.0,0,0,-85,6.2727272727272725,1.8181818181818181,0.6909090909090909,0.41818181818181815,0.36363636363636365,1.4181818181818182
261,Draymond Green,GSW,Pacific,West,30,30,43,10,33,1222,345,123,316,38.9,36,129,27.9,63,83,75.9,23,243,266,266,98,59,33,110,1241.2,8,2,-193,8.023255813953488,6.186046511627907,6.186046511627907,1.372093023255814,0.7674418604651163,2.558139534883721
262,Marvin Williams,MIL,Central,East,1,34,58,21,37,1129,343,119,267,44.6,56,156,35.9,49,57,86.0,30,153,183,60,33,36,30,103,817.6,0,0,-80,5.913793103448276,3.1551724137931036,1.0344827586206897,0.6206896551724138,0.5172413793103449,1.7758620689655173
263,Darius Bazley,OKC,Northwest,West,9,20,61,36,25,1129,342,125,317,39.4,49,141,34.8,43,62,69.4,30,216,246,41,45,23,41,55,845.7,1,0,-79,5.60655737704918,4.032786885245901,0.6721311475409836,0.3770491803278688,0.6721311475409836,0.9016393442622951
264,Rajon Rondo,LAL,Pacific,West,3,34,48,37,11,984,342,137,328,41.8,41,125,32.8,27,41,65.9,23,119,142,240,91,40,2,58,907.4,2,0,45,7.125,2.9583333333333335,5.0,0.8333333333333334,0.041666666666666664,1.2083333333333333
265,Ky Bowman,GSW,Pacific,West,30,23,45,9,36,1015,335,134,321,41.7,33,107,30.8,34,41,82.9,24,97,121,131,70,44,10,102,768.7,0,0,-174,7.444444444444445,2.688888888888889,2.911111111111111,0.9777777777777777,0.2222222222222222,2.2666666666666666
266,Mo Bamba,ORL,Southeast,East,18,22,62,30,32,878,332,132,286,46.2,37,107,34.6,31,46,67.4,100,202,302,42,42,23,86,116,1042.4,2,0,20,5.354838709677419,4.870967741935484,0.6774193548387096,0.3709677419354839,1.3870967741935485,1.8709677419354838
267,Marc Gasol,TOR,Atlantic,East,2,35,44,35,9,1161,331,119,279,42.7,57,148,38.5,36,49,73.5,31,244,275,147,59,34,38,124,1038.5,3,0,267,7.5227272727272725,6.25,3.340909090909091,0.7727272727272727,0.8636363636363636,2.8181818181818183
268,Grayson Allen,MEM,Southwest,West,17,24,38,16,22,718,330,117,251,46.6,57,141,40.4,39,45,86.7,8,77,85,52,33,10,2,53,513.0,0,0,-96,8.68421052631579,2.236842105263158,1.368421052631579,0.2631578947368421,0.05263157894736842,1.394736842105263
269,Isaac Bonga,WAS,Southeast,East,23,20,66,22,44,1250,330,118,234,50.4,25,71,35.2,69,85,81.2,71,151,222,76,58,45,22,156,853.4,0,0,-32,5.0,3.3636363636363638,1.1515151515151516,0.6818181818181818,0.3333333333333333,2.3636363636363638
270,Michael Carter-Williams,ORL,Southeast,East,18,28,45,21,24,833,323,111,260,42.7,22,75,29.3,79,95,83.2,46,101,147,109,52,49,22,87,823.9,0,0,23,7.177777777777778,3.2666666666666666,2.422222222222222,1.0888888888888888,0.4888888888888889,1.9333333333333333
271,Solomon Hill,MIA,Southeast,East,11,29,59,29,30,1088,323,110,278,39.6,63,171,36.8,40,54,74.1,29,136,165,104,51,43,12,85,791.0,0,0,-77,5.47457627118644,2.7966101694915255,1.7627118644067796,0.7288135593220338,0.2033898305084746,1.4406779661016949
272,Damyean Dotson,NYK,Atlantic,East,25,26,48,14,34,836,321,120,290,41.4,59,163,36.2,22,33,66.7,10,81,91,57,21,23,4,44,575.7,0,0,-87,6.6875,1.8958333333333333,1.1875,0.4791666666666667,0.08333333333333333,0.9166666666666666
273,Jerome Robinson,WAS,Southeast,East,23,23,63,36,27,979,319,115,310,37.1,49,153,32.0,40,57,70.2,13,116,129,87,49,28,17,112,690.3,0,0,-34,5.063492063492063,2.0476190476190474,1.380952380952381,0.4444444444444444,0.2698412698412698,1.7777777777777777
274,Hamidou Diallo,OKC,Northwest,West,9,21,46,25,21,896,318,132,296,44.6,16,57,28.1,38,63,60.3,44,123,167,36,51,37,9,101,659.4,3,0,13,6.913043478260869,3.630434782608696,0.782608695652174,0.8043478260869565,0.1956521739130435,2.1956521739130435
275,Harry Giles III,SAC,Pacific,West,20,22,46,22,24,667,316,139,251,55.4,0,2,0.0,38,49,77.6,43,145,188,60,44,22,18,119,707.6,2,0,-129,6.869565217391305,4.086956521739131,1.3043478260869565,0.4782608695652174,0.391304347826087,2.5869565217391304
276,Torrey Craig,DEN,Northwest,West,6,29,58,38,20,1072,315,124,269,46.1,45,138,32.6,22,36,61.1,63,126,189,47,25,23,36,135,764.3,2,0,-174,5.431034482758621,3.2586206896551726,0.8103448275862069,0.39655172413793105,0.6206896551724138,2.3275862068965516
277,Meyers Leonard,MIA,Southeast,East,11,28,51,34,17,1034,309,119,234,50.9,53,128,41.4,18,28,64.3,30,230,260,55,39,14,15,107,751.5,2,0,77,6.0588235294117645,5.098039215686274,1.0784313725490196,0.27450980392156865,0.29411764705882354,2.0980392156862746
278,Damian Jones,ATL,Southeast,East,27,25,55,15,40,887,306,121,178,68.0,2,9,22.2,62,84,73.8,74,132,206,35,28,26,40,149,775.7,0,0,-256,5.5636363636363635,3.7454545454545456,0.6363636363636364,0.4727272727272727,0.7272727272727273,2.709090909090909
279,Matisse Thybulle,PHI,Atlantic,East,12,23,65,40,25,1287,305,112,265,42.3,56,157,35.7,25,41,61.0,44,63,107,79,51,93,47,141,920.9,0,0,36,4.6923076923076925,1.646153846153846,1.2153846153846153,1.4307692307692308,0.7230769230769231,2.169230769230769
280,Wes Iwundu,ORL,Southeast,East,18,25,52,23,29,953,300,97,233,41.6,28,82,34.1,78,97,80.4,24,107,131,60,26,25,13,80,635.2,0,0,11,5.769230769230769,2.519230769230769,1.1538461538461537,0.4807692307692308,0.25,1.5384615384615385
281,Vince Carter,ATL,Southeast,East,27,43,60,19,41,876,298,107,304,35.2,61,202,30.2,23,29,79.3,18,106,124,48,33,23,25,90,629.8,0,0,-127,4.966666666666667,2.066666666666667,0.8,0.38333333333333336,0.4166666666666667,1.5
282,Patrick Patterson,LAC,Pacific,West,4,31,59,39,20,776,292,95,233,40.8,67,172,39.0,35,43,81.4,35,116,151,41,21,7,3,54,543.7,1,0,47,4.9491525423728815,2.559322033898305,0.6949152542372882,0.11864406779661017,0.05084745762711865,0.9152542372881356
283,Boban Marjanovic,DAL,Southwest,West,13,31,44,21,23,422,289,121,211,57.3,4,17,23.5,43,57,75.4,66,131,197,20,30,8,10,56,579.4,6,0,49,6.568181818181818,4.4772727272727275,0.45454545454545453,0.18181818181818182,0.22727272727272727,1.2727272727272727
284,Juancho Hernangomez,MIN,Northwest,West,28,24,48,24,24,834,288,100,247,40.5,44,129,34.1,44,71,62.0,43,154,197,40,32,19,9,64,636.4,4,0,-55,6.0,4.104166666666667,0.8333333333333334,0.3958333333333333,0.1875,1.3333333333333333
285,Keita Bates-Diop,DEN,Northwest,West,6,24,44,10,34,744,288,100,234,42.7,34,103,33.0,54,75,72.0,25,102,127,30,17,19,24,43,597.4,0,0,-172,6.545454545454546,2.8863636363636362,0.6818181818181818,0.4318181818181818,0.5454545454545454,0.9772727272727273
286,Jevon Carter,PHX,Pacific,West,16,24,58,29,29,945,287,101,243,41.6,62,146,42.5,23,27,85.2,30,88,118,84,32,47,17,86,714.6,0,0,-13,4.948275862068965,2.0344827586206895,1.4482758620689655,0.8103448275862069,0.29310344827586204,1.4827586206896552
287,Tony Bradley,UTA,Northwest,West,10,22,58,36,22,663,285,126,189,66.7,3,3,100.0,30,46,65.2,111,156,267,23,30,14,33,115,750.9,1,0,-11,4.913793103448276,4.603448275862069,0.39655172413793105,0.2413793103448276,0.5689655172413793,1.9827586206896552
288,Ian Mahinmi,WAS,Southeast,East,23,33,38,15,23,808,283,104,210,49.5,5,26,19.2,70,113,61.9,78,140,218,49,45,31,44,114,798.1,1,0,-80,7.447368421052632,5.7368421052631575,1.2894736842105263,0.8157894736842105,1.1578947368421053,3.0
289,Thon Maker,DET,Central,East,26,23,60,20,40,776,281,93,193,48.2,22,64,34.4,73,110,66.4,54,113,167,43,45,25,39,102,692.9,2,0,-143,4.683333333333334,2.783333333333333,0.7166666666666667,0.4166666666666667,0.65,1.7
290,Blake Griffin,DET,Central,East,26,31,18,8,10,512,279,88,250,35.2,27,111,24.3,76,98,77.6,17,67,84,59,40,7,7,27,470.3,2,0,-26,15.5,4.666666666666667,3.2777777777777777,0.3888888888888889,0.3888888888888889,1.5
291,Raul Neto,PHI,Atlantic,East,12,28,54,29,25,668,275,101,222,45.5,34,88,38.6,39,47,83.0,11,50,61,95,47,24,6,50,533.7,0,0,36,5.092592592592593,1.1296296296296295,1.7592592592592593,0.4444444444444444,0.1111111111111111,0.9259259259259259
292,Victor Oladipo,IND,Central,East,7,28,19,11,8,528,275,97,246,39.4,33,104,31.7,48,59,81.4,9,66,75,56,47,17,4,36,465.0,0,0,-5,14.473684210526315,3.9473684210526314,2.9473684210526314,0.8947368421052632,0.21052631578947367,1.894736842105263
293,Tyler Johnson,BKN,Atlantic,East,14,28,39,16,23,709,274,97,250,38.8,38,119,31.9,42,50,84.0,18,58,76,74,29,16,9,58,522.2,0,0,-103,7.0256410256410255,1.9487179487179487,1.8974358974358974,0.41025641025641024,0.23076923076923078,1.4871794871794872
