,PLAYER,TEAM,DIV,CONF,RANK,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,AVG PTS,AVG REB,AVG AST,AVG STL,AVG BLK,AVG PF
397,Justin James,SAC,Pacific,West,20,23,36,14,22,232,89,35,84,41.7,9,29,31.0,10,21,47.6,6,26,32,18,8,6,9,17,191.4,0,0,-26,2.4722222222222223,0.8888888888888888,0.5,0.16666666666666666,0.25,0.4722222222222222
398,Cameron Payne,PHX,Pacific,West,16,25,8,8,0,183,87,33,68,48.5,15,29,51.7,6,7,85.7,4,27,31,24,11,8,2,20,179.2,0,0,89,10.875,3.875,3.0,1.0,0.25,2.5
399,DeMarre Carroll,HOU,Southwest,West,8,33,24,10,14,290,87,25,66,37.9,8,33,24.2,29,42,69.0,12,43,55,25,17,8,5,32,212.5,0,0,-3,3.625,2.2916666666666665,1.0416666666666667,0.3333333333333333,0.20833333333333334,1.3333333333333333
400,Cristiano Felicio,CHI,Central,East,24,27,22,6,16,386,86,34,54,63.0,0,2,0.0,18,23,78.3,55,47,102,16,18,10,2,34,250.4,0,0,-57,3.909090909090909,4.636363636363637,0.7272727272727273,0.45454545454545453,0.09090909090909091,1.5454545454545454
401,TJ Leaf,IND,Central,East,7,23,28,16,12,222,84,36,86,41.9,5,18,27.8,7,16,43.8,23,48,71,9,8,10,4,22,216.7,1,0,8,3.0,2.5357142857142856,0.32142857142857145,0.35714285714285715,0.14285714285714285,0.7857142857142857
402,Nicolas Batum,CHA,Southeast,East,22,31,22,6,16,505,79,28,81,34.6,14,49,28.6,9,10,90.0,25,75,100,66,22,17,8,41,351.0,0,0,-48,3.590909090909091,4.545454545454546,3.0,0.7727272727272727,0.36363636363636365,1.8636363636363635
403,Romeo Langford,BOS,Atlantic,East,5,20,32,22,10,370,79,28,80,35.0,5,27,18.5,18,25,72.0,15,26,41,13,11,8,8,33,184.7,0,0,67,2.46875,1.28125,0.40625,0.25,0.25,1.03125
404,Al-Farouq Aminu,ORL,Southeast,East,18,29,18,7,11,380,78,25,86,29.1,9,36,25.0,19,29,65.5,24,63,87,21,17,18,8,27,274.9,1,0,-35,4.333333333333333,4.833333333333333,1.1666666666666667,1.0,0.4444444444444444,1.5
405,Mychal Mulder,GSW,Pacific,West,30,26,7,3,4,204,77,26,67,38.8,16,52,30.8,9,12,75.0,3,20,23,8,5,2,1,20,120.6,0,0,23,11.0,3.2857142857142856,1.1428571428571428,0.2857142857142857,0.14285714285714285,2.857142857142857
406,Zach Collins,POR,Northwest,West,15,22,11,8,3,290,77,32,68,47.1,7,19,36.8,6,8,75.0,25,44,69,16,14,5,5,36,199.8,0,0,36,7.0,6.2727272727272725,1.4545454545454546,0.45454545454545453,0.45454545454545453,3.272727272727273
407,Ryan Broekhoff,PHI,Atlantic,East,12,29,17,10,7,180,71,22,59,37.3,20,51,39.2,7,8,87.5,5,38,43,11,6,5,4,15,160.1,0,0,8,4.176470588235294,2.5294117647058822,0.6470588235294118,0.29411764705882354,0.23529411764705882,0.8823529411764706
408,Juan Toscano-Anderson,GSW,Pacific,West,30,27,13,3,10,272,69,29,63,46.0,8,23,34.8,3,5,60.0,9,43,52,26,16,13,5,30,208.4,0,0,-79,5.3076923076923075,4.0,2.0,1.0,0.38461538461538464,2.3076923076923075
409,Jared Dudley,LAL,Pacific,West,3,34,45,30,15,364,68,24,60,40.0,18,42,42.9,2,2,100.0,6,46,52,28,8,15,3,41,218.4,0,0,18,1.511111111111111,1.1555555555555554,0.6222222222222222,0.3333333333333333,0.06666666666666667,0.9111111111111111
410,Kevon Looney,GSW,Pacific,West,30,24,20,6,14,262,68,29,79,36.7,1,14,7.1,9,12,75.0,28,38,66,20,12,12,6,34,219.2,0,0,-99,3.4,3.3,1.0,0.6,0.3,1.7
411,Nicolas Claxton,BKN,Atlantic,East,14,21,15,5,10,187,66,27,48,56.3,1,7,14.3,11,21,52.4,19,25,44,16,9,1,8,14,160.8,0,0,-67,4.4,2.933333333333333,1.0666666666666667,0.06666666666666667,0.5333333333333333,0.9333333333333333
412,Caleb Swanigan,POR,Northwest,West,15,23,27,12,15,288,65,28,47,59.6,0,2,0.0,9,17,52.9,27,73,100,31,37,3,7,62,224.5,0,0,-44,2.4074074074074074,3.7037037037037037,1.1481481481481481,0.1111111111111111,0.25925925925925924,2.2962962962962963
413,CJ Miles,WAS,Southeast,East,23,33,10,4,6,161,64,19,59,32.2,11,35,31.4,15,20,75.0,4,8,12,12,4,10,4,14,134.4,0,0,-8,6.4,1.2,1.2,1.0,0.4,1.4
414,Jeremiah Martin,BKN,Atlantic,East,14,24,9,6,3,99,64,24,53,45.3,5,18,27.8,11,14,78.6,1,9,10,18,4,7,2,7,126.0,0,0,-17,7.111111111111111,1.1111111111111112,2.0,0.7777777777777778,0.2222222222222222,0.7777777777777778
415,Wenyen Gabriel,POR,Northwest,West,15,23,30,10,20,235,63,21,48,43.8,6,20,30.0,15,22,68.2,21,31,52,8,16,11,7,39,175.4,0,0,-44,2.1,1.7333333333333334,0.26666666666666666,0.36666666666666664,0.23333333333333334,1.3
416,Evan Turner,MIN,Northwest,West,28,31,19,3,16,251,62,25,67,37.3,0,5,0.0,12,14,85.7,8,30,38,38,26,9,8,20,189.6,0,0,-65,3.263157894736842,2.0,2.0,0.47368421052631576,0.42105263157894735,1.0526315789473684
417,Frank Mason,MIL,Central,East,1,26,9,6,3,118,62,23,51,45.1,6,21,28.6,10,17,58.8,5,14,19,29,11,5,1,11,135.3,0,0,2,6.888888888888889,2.111111111111111,3.2222222222222223,0.5555555555555556,0.1111111111111111,1.2222222222222223
418,Rayjon Tucker,UTA,Northwest,West,10,22,20,12,8,161,62,20,43,46.5,3,17,17.6,19,23,82.6,3,17,20,5,8,1,1,10,91.5,0,0,-23,3.1,1.0,0.25,0.05,0.05,0.5
419,Michael Kidd-Gilchrist,DAL,Southwest,West,13,26,25,12,13,281,60,22,66,33.3,5,20,25.0,11,14,78.6,14,53,67,14,16,2,6,37,169.4,0,0,11,2.4,2.68,0.56,0.08,0.24,1.48
420,Stanley Johnson,TOR,Atlantic,East,2,24,25,19,6,150,60,22,59,37.3,7,24,29.2,9,16,56.3,7,30,37,20,15,6,4,16,149.4,0,0,12,2.4,1.48,0.8,0.24,0.16,0.64
421,Alen Smailagic,GSW,Pacific,West,30,19,14,1,13,139,59,20,40,50.0,3,13,23.1,16,19,84.2,10,17,27,13,11,3,4,14,120.9,0,0,-8,4.214285714285714,1.9285714285714286,0.9285714285714286,0.21428571428571427,0.2857142857142857,1.0
422,Amir Coffey,LAC,Pacific,West,4,23,18,11,7,159,58,23,54,42.6,6,19,31.6,6,11,54.5,4,12,16,14,8,5,2,20,111.2,0,0,-5,3.2222222222222223,0.8888888888888888,0.7777777777777778,0.2777777777777778,0.1111111111111111,1.1111111111111112
423,Chimezie Metu,SAS,Southwest,West,19,23,18,8,10,105,58,24,42,57.1,0,2,0.0,10,13,76.9,12,21,33,10,10,3,6,7,129.6,0,0,-9,3.2222222222222223,1.8333333333333333,0.5555555555555556,0.16666666666666666,0.3333333333333333,0.3888888888888889
424,Jaylen Nowell,MIN,Northwest,West,28,20,15,2,13,151,57,19,53,35.8,3,26,11.5,16,17,94.1,3,10,13,19,3,3,1,11,110.1,0,0,11,3.8,0.8666666666666667,1.2666666666666666,0.2,0.06666666666666667,0.7333333333333333
425,Norvel Pelle,PHI,Atlantic,East,12,27,24,12,12,232,57,25,48,52.1,0,1,0.0,7,14,50.0,20,52,72,8,18,3,31,55,239.4,0,0,-74,2.375,3.0,0.3333333333333333,0.125,1.2916666666666667,2.2916666666666665
426,Thanasis Antetokounmpo,MIL,Central,East,1,27,20,16,4,129,55,24,48,50.0,0,10,0.0,7,17,41.2,12,12,24,15,12,7,2,18,121.3,0,0,-16,2.75,1.2,0.75,0.35,0.1,0.9
427,Iman Shumpert,BKN,Atlantic,East,14,30,13,9,4,241,54,21,64,32.8,8,33,24.2,4,7,57.1,9,25,34,12,10,12,2,21,144.8,0,0,-52,4.153846153846154,2.6153846153846154,0.9230769230769231,0.9230769230769231,0.15384615384615385,1.6153846153846154
428,John Konchar,MEM,Southwest,West,17,24,19,9,10,181,54,24,37,64.9,5,10,50.0,1,2,50.0,18,29,47,22,7,7,3,7,166.4,0,0,36,2.8421052631578947,2.473684210526316,1.1578947368421053,0.3684210526315789,0.15789473684210525,0.3684210526315789
429,Derrick Walton Jr.,DET,Central,East,26,25,26,15,11,248,53,18,39,46.2,10,24,41.7,7,9,77.8,2,14,16,27,5,7,0,21,128.7,0,0,-8,2.0384615384615383,0.6153846153846154,1.0384615384615385,0.2692307692307692,0.0,0.8076923076923077
430,Ed Davis,UTA,Northwest,West,10,31,28,16,12,303,51,22,46,47.8,0,0,0.0,7,14,50.0,35,70,105,12,13,11,9,61,242.0,0,0,-108,1.8214285714285714,3.75,0.42857142857142855,0.39285714285714285,0.32142857142857145,2.1785714285714284
431,DaQuan Jeffries,SAC,Pacific,West,20,22,13,4,9,141,50,20,40,50.0,5,18,27.8,5,6,83.3,3,15,18,7,2,4,1,19,95.1,0,0,2,3.8461538461538463,1.3846153846153846,0.5384615384615384,0.3076923076923077,0.07692307692307693,1.4615384615384615
432,Kadeem Allen,NYK,Atlantic,East,25,27,10,3,7,117,50,19,44,43.2,5,16,31.3,7,11,63.6,2,7,9,21,8,5,2,7,105.3,0,0,-21,5.0,0.9,2.1,0.5,0.2,0.7
433,Johnathan Williams,WAS,Southeast,East,23,25,15,7,8,180,45,19,34,55.9,0,2,0.0,7,13,53.8,24,40,64,8,5,1,8,16,155.8,0,0,-39,3.0,4.266666666666667,0.5333333333333333,0.06666666666666667,0.5333333333333333,1.0666666666666667
434,Mfiondu Kabengele,LAC,Pacific,West,4,22,12,9,3,64,42,14,32,43.8,9,20,45.0,5,5,100.0,1,10,11,2,2,2,2,9,68.2,0,0,-1,3.5,0.9166666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.75
435,Vincent Poirier,BOS,Atlantic,East,5,26,22,18,4,130,41,17,36,47.2,1,2,50.0,6,7,85.7,13,30,43,8,8,2,9,25,129.6,0,0,-20,1.8636363636363635,1.9545454545454546,0.36363636363636365,0.09090909090909091,0.4090909090909091,1.1363636363636365
436,Bol Bol,DEN,Northwest,West,6,20,7,2,5,87,40,14,28,50.0,4,9,44.4,8,10,80.0,5,14,19,6,10,2,6,11,85.8,0,0,-21,5.714285714285714,2.7142857142857144,0.8571428571428571,0.2857142857142857,0.8571428571428571,1.5714285714285714
437,Melvin Frazier Jr.,ORL,Southeast,East,18,23,19,6,13,126,40,15,34,44.1,8,16,50.0,2,4,50.0,2,8,10,3,5,9,2,11,84.5,0,0,-39,2.1052631578947367,0.5263157894736842,0.15789473684210525,0.47368421052631576,0.10526315789473684,0.5789473684210527
438,Tremont Waters,BOS,Atlantic,East,5,22,11,8,3,119,40,14,49,28.6,4,24,16.7,8,8,100.0,0,12,12,16,15,10,2,13,99.4,0,0,20,3.6363636363636362,1.0909090909090908,1.4545454545454546,0.9090909090909091,0.18181818181818182,1.1818181818181819
439,Tyrone Wallace,ATL,Southeast,East,27,26,14,3,11,160,40,14,44,31.8,1,15,6.7,11,17,64.7,3,19,22,13,10,7,1,19,99.9,0,0,-32,2.857142857142857,1.5714285714285714,0.9285714285714286,0.5,0.07142857142857142,1.3571428571428572
440,Donta Hall,BKN,Atlantic,East,14,22,9,4,5,133,39,15,22,68.2,0,0,0.0,9,18,50.0,14,24,38,4,5,3,6,23,112.6,0,0,-35,4.333333333333333,4.222222222222222,0.4444444444444444,0.3333333333333333,0.6666666666666666,2.5555555555555554
441,Jaylen Hoard,POR,Northwest,West,15,21,13,7,6,103,38,15,32,46.9,0,3,0.0,8,13,61.5,14,18,32,4,4,5,0,12,93.4,0,0,10,2.923076923076923,2.4615384615384617,0.3076923076923077,0.38461538461538464,0.0,0.9230769230769231
442,Oshae Brissett,TOR,Atlantic,East,2,22,19,15,4,135,37,13,36,36.1,3,15,20.0,8,10,80.0,9,17,26,7,7,4,1,18,86.7,0,0,34,1.9473684210526316,1.368421052631579,0.3684210526315789,0.21052631578947367,0.05263157894736842,0.9473684210526315
443,Juwan Morgan,UTA,Northwest,West,10,23,21,12,9,134,36,15,26,57.7,3,8,37.5,3,4,75.0,10,19,29,6,6,1,2,19,82.8,0,0,30,1.7142857142857142,1.380952380952381,0.2857142857142857,0.047619047619047616,0.09523809523809523,0.9047619047619048
444,Yuta Watanabe,MEM,Southwest,West,17,25,18,9,9,105,36,15,34,44.1,3,8,37.5,3,8,37.5,7,13,20,5,2,5,1,9,83.5,0,0,10,2.0,1.1111111111111112,0.2777777777777778,0.2777777777777778,0.05555555555555555,0.5
445,Malcolm Miller,TOR,Atlantic,East,2,27,28,24,4,162,35,12,29,41.4,8,22,36.4,3,8,37.5,2,14,16,11,4,5,2,18,87.7,0,0,60,1.25,0.5714285714285714,0.39285714285714285,0.17857142857142858,0.07142857142857142,0.6428571428571429
446,Miye Oni,UTA,Northwest,West,10,22,10,5,5,109,35,12,32,37.5,7,19,36.8,4,5,80.0,5,12,17,4,4,4,2,9,75.4,0,0,-16,3.5,1.7,0.4,0.4,0.2,0.9
447,Alize Johnson,IND,Central,East,7,24,17,10,7,118,34,12,29,41.4,3,8,37.5,7,10,70.0,16,32,48,7,7,3,2,12,110.1,1,0,25,2.0,2.823529411764706,0.4117647058823529,0.17647058823529413,0.11764705882352941,0.7058823529411765
448,Talen Horton-Tucker,LAL,Pacific,West,3,19,6,2,4,81,34,14,30,46.7,4,13,30.8,2,4,50.0,2,5,7,6,6,8,1,10,72.4,0,0,-18,5.666666666666667,1.1666666666666667,1.0,1.3333333333333333,0.16666666666666666,1.6666666666666667
449,Tyson Chandler,HOU,Southwest,West,8,37,26,15,11,219,34,14,18,77.8,0,0,0.0,6,13,46.2,25,41,66,6,8,6,8,32,156.2,0,0,30,1.3076923076923077,2.5384615384615383,0.23076923076923078,0.23076923076923078,0.3076923076923077,1.2307692307692308
450,Adam Mokoka,CHI,Central,East,24,21,11,3,8,112,32,12,28,42.9,6,15,40.0,2,4,50.0,7,3,10,4,2,4,0,17,60.0,0,0,50,2.909090909090909,0.9090909090909091,0.36363636363636365,0.36363636363636365,0.0,1.5454545454545454
451,Paul Watson,TOR,Atlantic,East,2,25,10,7,3,87,31,10,26,38.5,4,12,33.3,7,9,77.8,2,15,17,8,3,4,1,5,75.4,0,0,33,3.1,1.7,0.8,0.4,0.1,0.5
452,BJ Johnson,ORL,Southeast,East,18,24,10,5,5,83,30,9,32,28.1,3,9,33.3,9,10,90.0,3,12,15,3,6,3,0,3,55.5,0,0,-9,3.0,1.5,0.3,0.3,0.0,0.3
453,Johnathan Motley,LAC,Pacific,West,4,25,13,8,5,41,28,11,15,73.3,1,1,100.0,5,7,71.4,3,7,10,8,5,3,0,6,56.0,0,0,3,2.1538461538461537,0.7692307692307693,0.6153846153846154,0.23076923076923078,0.0,0.46153846153846156
454,Justin Anderson,BKN,Atlantic,East,14,26,10,6,4,107,28,10,38,26.3,6,29,20.7,2,4,50.0,1,20,21,8,4,0,6,13,79.2,0,0,3,2.8,2.1,0.8,0.0,0.6,1.3
455,Jerian Grant,WAS,Southeast,East,23,27,6,1,5,80,27,10,27,37.0,2,8,25.0,5,7,71.4,2,4,6,9,3,1,1,11,50.7,0,0,-3,4.5,1.0,1.5,0.16666666666666666,0.16666666666666666,1.8333333333333333
456,Michael Frazier,HOU,Southwest,West,8,26,13,7,6,145,27,7,29,24.1,4,23,17.4,9,14,64.3,1,9,10,2,5,2,0,22,43.0,0,0,-58,2.076923076923077,0.7692307692307693,0.15384615384615385,0.15384615384615385,0.0,1.6923076923076923
457,Jeremy Pargo,GSW,Pacific,West,30,34,3,0,3,44,25,11,22,50.0,3,7,42.9,0,1,0.0,1,2,3,8,4,1,0,8,39.6,0,0,0,8.333333333333334,1.0,2.6666666666666665,0.3333333333333333,0.0,2.6666666666666665
458,Jarrell Brantley,UTA,Northwest,West,10,24,9,3,6,96,24,10,28,35.7,3,13,23.1,1,2,50.0,2,18,20,11,7,3,5,7,81.5,0,0,-37,2.6666666666666665,2.2222222222222223,1.2222222222222223,0.3333333333333333,0.5555555555555556,0.7777777777777778
459,Lance Thomas,BKN,Atlantic,East,14,32,7,4,3,98,24,8,23,34.8,4,13,30.8,4,4,100.0,2,11,13,6,6,0,0,11,42.6,0,0,-55,3.4285714285714284,1.8571428571428572,0.8571428571428571,0.0,0.0,1.5714285714285714
460,Tacko Fall,BOS,Atlantic,East,5,24,7,5,2,33,23,11,14,78.6,0,0,0.0,1,3,33.3,1,14,15,1,3,1,4,7,54.5,0,0,7,3.2857142857142856,2.142857142857143,0.14285714285714285,0.14285714285714285,0.5714285714285714,1.0
461,Tyler Cook,DEN,Northwest,West,6,22,13,3,10,54,23,8,12,66.7,0,0,0.0,7,8,87.5,6,8,14,1,3,3,0,5,47.3,0,0,-17,1.7692307692307692,1.0769230769230769,0.07692307692307693,0.23076923076923078,0.0,0.38461538461538464
462,Gabe Vincent,MIA,Southeast,East,11,24,9,5,4,83,22,8,37,21.6,6,27,22.2,0,0,0.0,0,5,5,6,1,5,0,6,51.0,0,0,-31,2.4444444444444446,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.0,0.6666666666666666
463,Andre Roberson,OKC,Northwest,West,9,28,7,3,4,87,20,8,29,27.6,3,14,21.4,1,2,50.0,7,20,27,4,2,1,3,13,68.4,0,0,-3,2.857142857142857,3.857142857142857,0.5714285714285714,0.14285714285714285,0.42857142857142855,1.8571428571428572
464,Charles Brown Jr.,ATL,Southeast,East,27,23,10,1,9,40,20,6,19,31.6,3,9,33.3,5,5,100.0,2,2,4,2,3,2,2,3,36.8,0,0,28,2.0,0.4,0.2,0.2,0.2,0.3
465,Dean Wade,CLE,Central,East,29,23,12,1,11,71,20,9,13,69.2,2,4,50.0,0,1,0.0,3,16,19,2,3,2,4,8,60.8,0,0,-9,1.6666666666666667,1.5833333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666
466,Devon Hall,OKC,Northwest,West,9,24,11,6,5,81,20,6,30,20.0,4,17,23.5,4,8,50.0,2,5,7,13,5,4,1,6,57.9,0,0,9,1.8181818181818181,0.6363636363636364,1.1818181818181819,0.36363636363636365,0.09090909090909091,0.5454545454545454
467,Louis King,DET,Central,East,26,21,10,3,7,62,20,8,21,38.1,4,11,36.4,0,3,0.0,1,9,10,5,2,2,0,10,43.5,0,0,19,2.0,1.0,0.5,0.2,0.0,1.0
468,Jarrod Uthoff,WAS,Southeast,East,23,27,7,4,3,53,19,7,18,38.9,3,9,33.3,2,2,100.0,2,4,6,0,0,1,0,2,29.2,0,0,10,2.7142857142857144,0.8571428571428571,0.0,0.14285714285714285,0.0,0.2857142857142857
469,Justin Wright-Foreman,UTA,Northwest,West,10,22,4,1,3,45,19,7,20,35.0,2,10,20.0,3,4,75.0,0,5,5,7,3,2,0,5,38.5,0,0,-30,4.75,1.25,1.75,0.5,0.0,1.25
470,Ignas Brazdeikis,NYK,Atlantic,East,25,21,9,1,8,53,17,6,22,27.3,1,9,11.1,4,5,80.0,2,3,5,4,2,0,1,3,30.0,0,0,-12,1.8888888888888888,0.5555555555555556,0.4444444444444444,0.0,0.1111111111111111,0.3333333333333333
471,JR Smith,LAL,Pacific,West,3,34,6,2,4,79,17,7,22,31.8,1,11,9.1,2,2,100.0,0,5,5,3,4,1,0,5,26.5,0,0,-35,2.8333333333333335,0.8333333333333334,0.5,0.16666666666666666,0.0,0.8333333333333334
472,Kevin Hervey,OKC,Northwest,West,9,23,10,3,7,52,17,7,27,25.9,3,20,15.0,0,0,0.0,1,11,12,5,0,1,1,4,44.9,0,0,-34,1.7,1.2,0.5,0.1,0.1,0.4
473,Khyri Thomas,DET,Central,East,26,24,8,2,6,61,17,5,17,29.4,5,14,35.7,2,4,50.0,1,0,1,3,3,3,0,9,28.7,0,0,-36,2.125,0.125,0.375,0.375,0.0,1.125
474,Vlatko Cancar,DEN,Northwest,West,6,23,14,7,7,45,17,6,15,40.0,1,6,16.7,4,4,100.0,5,5,10,3,3,1,1,7,36.5,0,0,-8,1.2142857142857142,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.5
475,Luka Samanic,SAS,Southwest,West,19,20,3,1,2,48,16,5,16,31.3,3,8,37.5,3,4,75.0,1,9,10,6,2,0,2,6,41.0,0,0,5,5.333333333333333,3.3333333333333335,2.0,0.0,0.6666666666666666,2.0
476,Sindarius Thornwell,NOP,Southwest,West,21,25,2,0,2,35,16,6,11,54.5,2,4,50.0,2,4,50.0,0,4,4,4,2,1,1,2,30.8,0,0,-3,8.0,2.0,2.0,0.5,0.5,1.0
477,Amile Jefferson,ORL,Southeast,East,18,27,18,5,13,74,15,5,14,35.7,0,0,0.0,5,14,35.7,10,13,23,4,3,1,3,7,57.6,0,0,18,0.8333333333333334,1.2777777777777777,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.3888888888888889
478,Vic Law,ORL,Southeast,East,18,24,8,2,6,62,15,6,18,33.3,1,7,14.3,2,6,33.3,2,9,11,3,2,2,0,6,36.7,0,0,-7,1.875,1.375,0.375,0.25,0.0,0.75
479,Chandler Parsons,ATL,Southeast,East,27,31,5,0,5,54,14,5,18,27.8,4,14,28.6,0,0,0.0,1,6,7,3,3,4,1,3,38.9,0,0,-40,2.8,1.4,0.6,0.8,0.2,0.6
480,Dewan Hernandez,TOR,Atlantic,East,2,23,6,6,0,28,14,5,14,35.7,1,2,50.0,3,5,60.0,5,9,14,3,3,1,0,6,35.3,0,0,11,2.3333333333333335,2.3333333333333335,0.5,0.16666666666666666,0.0,1.0
481,Joakim Noah,LAC,Pacific,West,4,35,5,4,1,50,14,4,8,50.0,0,0,0.0,6,8,75.0,5,11,16,7,6,1,1,9,43.7,0,0,-19,2.8,3.2,1.4,0.2,0.2,1.8
482,Naz Mitrou-Long,IND,Central,East,7,26,5,3,2,47,14,6,17,35.3,2,12,16.7,0,0,0.0,0,7,7,8,3,1,1,2,37.4,0,0,20,2.8,1.4,1.6,0.2,0.2,0.4
483,Nigel Williams-Goss,UTA,Northwest,West,10,25,10,6,4,50,14,5,16,31.3,2,7,28.6,2,2,100.0,2,4,6,6,3,3,1,6,39.2,0,0,3,1.4,0.6,0.6,0.3,0.1,0.6
484,Justin Robinson,WAS,Southeast,East,23,22,9,2,7,49,13,5,12,41.7,3,5,60.0,0,0,0.0,1,4,5,7,3,0,1,2,29.5,0,0,31,1.4444444444444444,0.5555555555555556,0.7777777777777778,0.0,0.1111111111111111,0.2222222222222222
485,Dusty Hannahs,MEM,Southwest,West,17,26,2,0,2,13,12,4,9,44.4,2,3,66.7,2,2,100.0,0,1,1,0,0,0,0,1,13.2,0,0,5,6.0,0.5,0.0,0.0,0.0,0.5
486,Jarred Vanderbilt,MIN,Northwest,West,28,21,11,6,5,47,12,5,8,62.5,0,1,0.0,2,2,100.0,3,6,9,2,7,3,1,6,30.8,0,0,-28,1.0909090909090908,0.8181818181818182,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.5454545454545454
487,Jordan Bone,DET,Central,East,26,22,10,3,7,53,12,5,20,25.0,2,10,20.0,0,0,0.0,0,4,4,8,2,1,0,6,29.8,0,0,0,1.2,0.4,0.8,0.1,0.0,0.6
488,Josh Magette,ORL,Southeast,East,18,30,8,3,5,38,12,5,15,33.3,1,4,25.0,1,2,50.0,1,5,6,5,5,3,1,4,33.7,0,0,1,1.5,0.75,0.625,0.375,0.125,0.5
489,Quinndary Weatherspoon,SAS,Southwest,West,19,23,11,5,6,78,12,5,17,29.4,1,5,20.0,1,2,50.0,1,6,7,11,5,3,1,8,43.9,0,0,-23,1.0909090909090908,0.6363636363636364,1.0,0.2727272727272727,0.09090909090909091,0.7272727272727273
490,Udonis Haslem,MIA,Southeast,East,11,40,4,3,1,44,12,4,11,36.4,1,3,33.3,3,4,75.0,1,15,16,1,1,0,0,6,31.7,0,0,-19,3.0,4.0,0.25,0.0,0.0,1.5
491,Zylan Cheatham,NOP,Southwest,West,21,24,4,2,2,51,12,6,9,66.7,0,1,0.0,0,0,0.0,3,6,9,3,4,1,1,10,29.3,0,0,-28,3.0,2.25,0.75,0.25,0.25,2.5
492,Antonius Cleveland,DAL,Southwest,West,13,26,11,6,5,46,11,4,14,28.6,0,3,0.0,3,5,60.0,2,5,7,1,2,1,3,8,30.9,0,0,-12,1.0,0.6363636363636364,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.7272727272727273
493,Marial Shayok,PHI,Atlantic,East,12,24,4,2,2,28,11,3,12,25.0,2,6,33.3,3,4,75.0,1,6,7,1,3,0,1,4,20.9,0,0,-13,2.75,1.75,0.25,0.0,0.25,1.0
494,Moses Brown,POR,Northwest,West,15,20,9,4,5,33,11,4,10,40.0,0,0,0.0,3,8,37.5,3,11,14,1,3,1,1,7,32.3,0,0,-33,1.2222222222222223,1.5555555555555556,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777778
495,Jalen Lecque,PHX,Pacific,West,16,20,5,2,3,32,10,4,10,40.0,0,4,0.0,2,2,100.0,0,2,2,2,2,0,0,3,13.4,0,0,-20,2.0,0.4,0.4,0.0,0.0,0.6
496,Jonah Bolden,PHX,Pacific,West,16,24,7,6,1,47,10,4,11,36.4,0,4,0.0,2,4,50.0,3,6,9,0,2,3,2,10,33.8,0,0,1,1.4285714285714286,1.2857142857142858,0.0,0.42857142857142855,0.2857142857142857,1.4285714285714286
497,Zach Norvell Jr.,GSW,Pacific,West,30,22,5,2,3,41,10,3,12,25.0,3,8,37.5,1,1,100.0,0,6,6,3,3,2,0,4,24.7,0,0,-27,2.0,1.2,0.6,0.4,0.0,0.8
498,Justin Patton,DET,Central,East,26,23,5,2,3,24,9,4,10,40.0,1,4,25.0,0,0,0.0,1,4,5,2,2,0,0,4,16.0,0,0,-16,1.8,1.0,0.4,0.0,0.0,0.8
499,Shamorie Ponds,TOR,Atlantic,East,2,22,4,4,0,11,9,3,5,60.0,1,2,50.0,2,2,100.0,0,1,1,2,0,0,1,2,16.2,0,0,0,2.25,0.25,0.5,0.0,0.25,0.5
500,Josh Reaves,DAL,Southwest,West,13,23,4,2,2,28,8,3,9,33.3,0,2,0.0,2,2,100.0,1,2,3,3,0,0,0,5,16.1,0,0,5,2.0,0.75,0.75,0.0,0.0,1.25
501,Zhaire Smith,PHI,Atlantic,East,12,21,7,3,4,32,8,3,11,27.3,0,3,0.0,2,4,50.0,0,2,2,2,2,3,0,4,20.4,0,0,-10,1.1428571428571428,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.5714285714285714
502,KZ Okpala,MIA,Southeast,East,11,21,5,2,3,26,7,3,5,60.0,0,1,0.0,1,2,50.0,1,4,5,1,1,2,1,2,22.5,0,0,-15,1.4,1.0,0.2,0.4,0.2,0.4
503,Kostas Antetokounmpo,LAL,Pacific,West,3,22,5,3,2,20,7,3,3,100.0,0,0,0.0,1,2,50.0,2,1,3,2,1,0,0,2,12.6,0,0,7,1.4,0.6,0.4,0.0,0.0,0.4
504,Brian Bowen II,IND,Central,East,7,21,6,5,1,31,6,3,10,30.0,0,2,0.0,0,0,0.0,1,6,7,0,1,0,1,3,16.4,0,0,13,1.0,1.1666666666666667,0.0,0.0,0.16666666666666666,0.5
505,Devontae Cacok,LAL,Pacific,West,3,23,1,0,1,9,6,3,6,50.0,0,0,0.0,0,0,0.0,2,3,5,1,0,0,0,0,13.5,0,0,5,6.0,5.0,1.0,0.0,0.0,0.0
