Date,Open,High,Low,Close,Adj Close,Volume
8/19/2015,116.099998,116.519997,114.68,115.010002,106.282379,48286500
8/20/2015,114.080002,114.349998,111.629997,112.650002,104.101456,68501600
8/21/2015,110.43,111.900002,105.650002,105.760002,97.734299,128275500
8/24/2015,94.870003,108.800003,92,103.120003,95.294647,162206300
8/25/2015,111.110001,111.110001,103.5,103.739998,95.867607,103601600
8/26/2015,107.089996,109.889999,105.050003,109.690002,101.366074,96774600
8/27/2015,112.230003,113.239998,110.019997,112.919998,104.350983,84616100
8/28/2015,112.169998,113.309998,111.540001,113.290001,104.692871,53164400
8/31/2015,112.029999,114.529999,112,112.760002,104.20311,56229300
9/1/2015,110.150002,111.879997,107.360001,107.720001,99.54557,76845900
9/2/2015,110.230003,112.339996,109.129997,112.339996,103.81498,61888800
9/3/2015,112.489998,112.779999,110.040001,110.370003,101.994484,53233900
9/4/2015,108.970001,110.449997,108.510002,109.269997,100.977966,49996300
9/8/2015,111.75,112.559998,110.32,112.309998,103.787254,54843600
9/9/2015,113.760002,114.019997,109.769997,110.150002,101.791168,85010800
9/10/2015,110.269997,113.279999,109.900002,112.57,104.027512,62892800
9/11/2015,111.790001,114.209999,111.760002,114.209999,105.543083,49915500
9/14/2015,116.580002,116.889999,114.860001,115.309998,106.559593,58363400
9/15/2015,115.93,116.529999,114.419998,116.279999,107.455994,43341200
9/16/2015,116.25,116.540001,115.440002,116.410004,107.576134,37173500
9/17/2015,115.660004,116.489998,113.720001,113.919998,105.275085,64112600
9/18/2015,112.209999,114.300003,111.870003,113.449997,104.840744,74285300
9/21/2015,113.669998,115.370003,113.660004,115.209999,106.467194,50222000
9/22/2015,113.379997,114.18,112.519997,113.400002,104.794556,50346200
9/23/2015,113.629997,114.720001,113.300003,114.32,105.644722,35756700
9/24/2015,113.25,115.5,112.370003,115,106.273109,50219500
9/25/2015,116.440002,116.690002,114.019997,114.709999,106.005119,56151900
9/28/2015,113.849998,114.57,112.440002,112.440002,103.907394,52109000
9/29/2015,112.830002,113.510002,107.860001,109.059998,100.78389,73365400
9/30/2015,110.169998,111.540001,108.730003,110.300003,101.929794,66473000
10/1/2015,109.07,109.620003,107.309998,109.580002,101.264427,63929100
10/2/2015,108.010002,111.010002,107.550003,110.379997,102.003716,58019800
10/5/2015,109.879997,111.370003,109.07,110.779999,102.373367,52064700
